fuel2002,fuel2002TypeDescription,fuelType,fuelTypeDescription,period,plantCode,plantName,primeMover,state,stateDescription,total-consumption,total-consumption-units
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2527,Greenidge Generation LLC,ST,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2528,Harris Lake,ALL,NY,New York,305,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2528,Harris Lake,IC,NY,New York,305,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2535,Cayuga Operating Company,ALL,NY,New York,1409,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2535,Cayuga Operating Company,ST,NY,New York,1409,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2594,Oswego Harbor Power,ALL,NY,New York,21684,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2594,Oswego Harbor Power,ST,NY,New York,21684,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2625,Bowline Point,ALL,NY,New York,81837,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,2625,Bowline Point,ST,NY,New York,81837,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2678,Plant No 1 Freeport,ALL,NY,New York,267,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2678,Plant No 1 Freeport,IC,NY,New York,267,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2679,Plant No 2 Freeport,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2679,Plant No 2 Freeport,GT,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2681,Greenport,ALL,NY,New York,58,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2681,Greenport,IC,NY,New York,58,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2682,S A Carlson,ALL,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2682,S A Carlson,ST,NY,New York,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2695,Charles P Keller,ALL,NY,New York,763,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,2695,Charles P Keller,IC,NY,New York,763,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3096,Brunot Island,ALL,PA,Pennsylvania,20,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3096,Brunot Island,GT,PA,Pennsylvania,20,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3109,Hamilton (PA),ALL,PA,Pennsylvania,281,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3109,Hamilton (PA),GT,PA,Pennsylvania,281,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3110,Hunterstown,ALL,PA,Pennsylvania,680,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3110,Hunterstown,GT,PA,Pennsylvania,680,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3111,Mountain,ALL,PA,Pennsylvania,3500,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3111,Mountain,GT,PA,Pennsylvania,3500,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3112,Orrtanna,ALL,PA,Pennsylvania,223,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3112,Orrtanna,GT,PA,Pennsylvania,223,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3113,Portland (PA),ALL,PA,Pennsylvania,37365,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3113,Portland (PA),GT,PA,Pennsylvania,37365,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3114,Shawnee (PA),ALL,PA,Pennsylvania,165,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3114,Shawnee (PA),GT,PA,Pennsylvania,165,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3115,Titus,ALL,PA,Pennsylvania,403,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3115,Titus,GT,PA,Pennsylvania,403,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3116,Tolna,ALL,PA,Pennsylvania,549,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3116,Tolna,GT,PA,Pennsylvania,549,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3118,Conemaugh,ALL,PA,Pennsylvania,115,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3118,Conemaugh,IC,PA,Pennsylvania,115,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3122,Homer City Generating Station,ALL,PA,Pennsylvania,13744,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3122,Homer City Generating Station,ST,PA,Pennsylvania,13744,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3130,Seward (PA),ALL,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3130,Seward (PA),ST,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3131,Shawville,ALL,PA,Pennsylvania,84,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3131,Shawville,IC,PA,Pennsylvania,84,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3131,Shawville,ST,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3132,Warren,ALL,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3132,Warren,GT,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3136,Keystone,ALL,PA,Pennsylvania,124,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3136,Keystone,IC,PA,Pennsylvania,124,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3136,Keystone,ST,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3138,New Castle Plant,ALL,PA,Pennsylvania,30,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3138,New Castle Plant,IC,PA,Pennsylvania,30,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3139,TalenEnergy Martin Creek LLC Allentown,ALL,PA,Pennsylvania,1036,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3139,TalenEnergy Martin Creek LLC Allentown,GT,PA,Pennsylvania,1036,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3140,Brunner Island,ALL,PA,Pennsylvania,2388,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3140,Brunner Island,IC,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3140,Brunner Island,ST,PA,Pennsylvania,2388,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3142,TalenEnergy Martins Creek LLC Fishbach,ALL,PA,Pennsylvania,59,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3142,TalenEnergy Martins Creek LLC Fishbach,GT,PA,Pennsylvania,59,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3143,TalenEnergy Martins Creek LLC Harrisburg,ALL,PA,Pennsylvania,619,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3143,TalenEnergy Martins Creek LLC Harrisburg,GT,PA,Pennsylvania,619,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3144,TalenEnergy Martins Creek LLC Harwood,ALL,PA,Pennsylvania,324,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3144,TalenEnergy Martins Creek LLC Harwood,GT,PA,Pennsylvania,324,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3146,TalenEnergy Martins Creek LLC Jenkins,ALL,PA,Pennsylvania,317,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3146,TalenEnergy Martins Creek LLC Jenkins,GT,PA,Pennsylvania,317,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3147,TalenEnergy Martins Creek LLC Lock Haven,ALL,PA,Pennsylvania,42,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3147,TalenEnergy Martins Creek LLC Lock Haven,GT,PA,Pennsylvania,42,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3148,TalenEnergy Martins Creek,ALL,PA,Pennsylvania,222103,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3148,TalenEnergy Martins Creek,ST,PA,Pennsylvania,222103,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,3148,TalenEnergy Martins Creek,ALL,PA,Pennsylvania,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,3148,TalenEnergy Martins Creek,ST,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3149,TalenEnergy Montour,ALL,PA,Pennsylvania,3131,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3149,TalenEnergy Montour,ST,PA,Pennsylvania,3131,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3152,Sunbury Generation LP,ALL,PA,Pennsylvania,185,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3152,Sunbury Generation LP,GT,PA,Pennsylvania,169,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3152,Sunbury Generation LP,IC,PA,Pennsylvania,16,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3154,TalenEnergy Martins Creek LLC West Shore,ALL,PA,Pennsylvania,115,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3154,TalenEnergy Martins Creek LLC West Shore,GT,PA,Pennsylvania,115,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3155,TalenEnergy Martins Creek LLC Williamsport,ALL,PA,Pennsylvania,51,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3155,TalenEnergy Martins Creek LLC Williamsport,GT,PA,Pennsylvania,51,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3157,Chester Generating Station,ALL,PA,Pennsylvania,726,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3157,Chester Generating Station,GT,PA,Pennsylvania,726,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3160,Delaware Generating Station,ALL,PA,Pennsylvania,556,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3160,Delaware Generating Station,GT,PA,Pennsylvania,556,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3161,Eddystone Generating Station,ALL,PA,Pennsylvania,48511,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3161,Eddystone Generating Station,GT,PA,Pennsylvania,2176,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3161,Eddystone Generating Station,ST,PA,Pennsylvania,46335,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3162,Falls,ALL,PA,Pennsylvania,986,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3162,Falls,GT,PA,Pennsylvania,986,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3163,Moser Generating Station,ALL,PA,Pennsylvania,1176,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3163,Moser Generating Station,GT,PA,Pennsylvania,1176,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3168,Richmond Generating Station,ALL,PA,Pennsylvania,5953,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3168,Richmond Generating Station,GT,PA,Pennsylvania,5953,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3169,Schuylkill Generating Station,ALL,PA,Pennsylvania,5953,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3169,Schuylkill Generating Station,GT,PA,Pennsylvania,5953,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,3169,Schuylkill Generating Station,ALL,PA,Pennsylvania,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,3169,Schuylkill Generating Station,GT,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3170,Southwark,ALL,PA,Pennsylvania,604,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3170,Southwark,GT,PA,Pennsylvania,604,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3176,Hunlock Power Station,ALL,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3176,Hunlock Power Station,CT,PA,Pennsylvania,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3236,Manchester Street,ALL,RI,Rhode Island,64571,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3236,Manchester Street,CA,RI,Rhode Island,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3236,Manchester Street,CT,RI,Rhode Island,64571,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3708,Ascutney,ALL,VT,Vermont,732,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3708,Ascutney,GT,VT,Vermont,732,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3723,Rutland,ALL,VT,Vermont,700,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3723,Rutland,GT,VT,Vermont,700,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3734,Berlin 5,ALL,VT,Vermont,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3734,Berlin 5,GT,VT,Vermont,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3735,Colchester 16,ALL,VT,Vermont,667,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3735,Colchester 16,GT,VT,Vermont,667,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3737,Essex Junction 19,ALL,VT,Vermont,540,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3737,Essex Junction 19,IC,VT,Vermont,540,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3753,West Charleston,ALL,VT,Vermont,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3753,West Charleston,ST,VT,Vermont,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3754,Burlington GT,ALL,VT,Vermont,1163,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3754,Burlington GT,GT,VT,Vermont,1163,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,3754,Burlington GT,ALL,VT,Vermont,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,3754,Burlington GT,GT,VT,Vermont,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3775,Clinch River,ALL,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3775,Clinch River,ST,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3782,Bayview,ALL,VA,Virginia,1982,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3782,Bayview,IC,VA,Virginia,1982,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3785,Tasley,ALL,VA,Virginia,774,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3785,Tasley,GT,VA,Virginia,774,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3796,Bremo Bluff,ALL,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3796,Bremo Bluff,ST,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3797,Chesterfield,ALL,VA,Virginia,64721,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3797,Chesterfield,CA,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3797,Chesterfield,CT,VA,Virginia,59296,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3797,Chesterfield,ST,VA,Virginia,5425,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3799,Low Moor,ALL,VA,Virginia,3154,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3799,Low Moor,GT,VA,Virginia,3154,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3800,Northern Neck,ALL,VA,Virginia,2717,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3800,Northern Neck,GT,VA,Virginia,2717,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3803,Chesapeake,ALL,VA,Virginia,1461,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3803,Chesapeake,GT,VA,Virginia,1461,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3804,Possum Point,ALL,VA,Virginia,8301,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3804,Possum Point,CA,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3804,Possum Point,CT,VA,Virginia,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3804,Possum Point,GT,VA,Virginia,5121,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3804,Possum Point,ST,VA,Virginia,3180,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,3804,Possum Point,ALL,VA,Virginia,59911,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,3804,Possum Point,ST,VA,Virginia,59911,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3809,Yorktown,ALL,VA,Virginia,6541,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3809,Yorktown,ST,VA,Virginia,6541,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,3809,Yorktown,ALL,VA,Virginia,176887,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,3809,Yorktown,ST,VA,Virginia,176887,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3935,John E Amos,ALL,WV,West Virginia,15814,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3935,John E Amos,ST,WV,West Virginia,15814,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3943,FirstEnergy Fort Martin Power Station,ALL,WV,West Virginia,3312,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3943,FirstEnergy Fort Martin Power Station,ST,WV,West Virginia,3312,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3948,Mitchell (WV),ALL,WV,West Virginia,2548,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3948,Mitchell (WV),ST,WV,West Virginia,2548,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3954,Mt Storm,ALL,WV,West Virginia,1979,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,3954,Mt Storm,ST,WV,West Virginia,1979,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,4257,Easton 2,ALL,MD,Maryland,3414,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,4257,Easton 2,GT,MD,Maryland,559,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,4257,Easton 2,IC,MD,Maryland,2855,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,4257,Easton 2,ALL,MD,Maryland,0,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,4257,Easton 2,IC,MD,Maryland,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6049,West Tisbury Generating Facility,ALL,MA,Massachusetts,843,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6049,West Tisbury Generating Facility,IC,MA,Massachusetts,843,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6081,Stony Brook,ALL,MA,Massachusetts,74675,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6081,Stony Brook,CA,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6081,Stony Brook,CT,MA,Massachusetts,66842,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6081,Stony Brook,GT,MA,Massachusetts,7833,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6081,Stony Brook,IC,MA,Massachusetts,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6082,Somerset Operating Co LLC,ALL,NY,New York,2385,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6082,Somerset Operating Co LLC,ST,NY,New York,2385,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6094,FirstEnergy Bruce Mansfield,ALL,PA,Pennsylvania,22745,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6094,FirstEnergy Bruce Mansfield,ST,PA,Pennsylvania,22745,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6125,Shrewsbury,ALL,MA,Massachusetts,1536,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6125,Shrewsbury,IC,MA,Massachusetts,1536,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6156,New Haven Harbor,ALL,CT,Connecticut,1132,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6156,New Haven Harbor,ST,CT,Connecticut,1132,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,6156,New Haven Harbor,ALL,CT,Connecticut,38136,barrels
RFO,Residual Fuel Oil,RFO,Residual Fuel Oil,2018-01,6156,New Haven Harbor,ST,CT,Connecticut,38136,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6264,Mountaineer,ALL,WV,West Virginia,832,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6264,Mountaineer,ST,WV,West Virginia,832,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6390,Tangier,ALL,VA,Virginia,125,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6390,Tangier,IC,VA,Virginia,125,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6391,Smith Island,ALL,MD,Maryland,115,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6391,Smith Island,IC,MD,Maryland,115,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6519,Vergennes 9,ALL,VT,Vermont,431,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6519,Vergennes 9,IC,VT,Vermont,431,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6565,Berlin,ALL,MD,Maryland,476,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6565,Berlin,IC,MD,Maryland,476,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6567,Block Island,ALL,RI,Rhode Island,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6567,Block Island,IC,RI,Rhode Island,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6586,Wilkins Station,ALL,MA,Massachusetts,68,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6586,Wilkins Station,IC,MA,Massachusetts,68,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6635,A L Pierce,ALL,CT,Connecticut,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6635,A L Pierce,GT,CT,Connecticut,0,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6776,West Station (NJ),ALL,NJ,New Jersey,2653,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,6776,West Station (NJ),GT,NJ,New Jersey,2653,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,7032,Gravel Neck,ALL,VA,Virginia,25355,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,7032,Gravel Neck,GT,VA,Virginia,25355,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,7138,Forked River,ALL,NJ,New Jersey,89,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,7138,Forked River,GT,NJ,New Jersey,89,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,7146,Wading River,ALL,NY,New York,28142,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,7146,Wading River,GT,NY,New York,28142,barrels
DFO,Distillate Fuel Oil,DFO,Distillate Fuel Oil,2018-01,7153,Hay Road,ALL,DE,Delaware,152478,barrels
