fueltype,period,respondent,respondent-name,timezone,timezone-description,type-name,value,value-units
OIL,2024-07-08,MIDA,Mid-Atlantic,Central,Central,Petroleum,49356,megawatthours
OIL,2024-07-08,NE,New England,Central,Central,Petroleum,3163,megawatthours
OIL,2024-07-09,MIDA,Mid-Atlantic,Central,Central,Petroleum,50701,megawatthours
OIL,2024-07-09,NE,New England,Central,Central,Petroleum,2696,megawatthours
OIL,2024-07-10,MIDA,Mid-Atlantic,Central,Central,Petroleum,40837,megawatthours
OIL,2024-07-10,NE,New England,Central,Central,Petroleum,4549,megawatthours
OIL,2024-07-11,MIDA,Mid-Atlantic,Central,Central,Petroleum,21706,megawatthours
OIL,2024-07-11,NE,New England,Central,Central,Petroleum,336,megawatthours
OIL,2024-07-12,MIDA,Mid-Atlantic,Central,Central,Petroleum,16906,megawatthours
OIL,2024-07-12,NE,New England,Central,Central,Petroleum,106,megawatthours
OIL,2024-07-13,MIDA,Mid-Atlantic,Central,Central,Petroleum,20666,megawatthours
OIL,2024-07-13,NE,New England,Central,Central,Petroleum,62,megawatthours
OIL,2024-07-14,MIDA,Mid-Atlantic,Central,Central,Petroleum,36712,megawatthours
OIL,2024-07-14,NE,New England,Central,Central,Petroleum,732,megawatthours
OIL,2024-07-15,MIDA,Mid-Atlantic,Central,Central,Petroleum,52021,megawatthours
OIL,2024-07-15,NE,New England,Central,Central,Petroleum,3181,megawatthours
OIL,2024-07-16,MIDA,Mid-Atlantic,Central,Central,Petroleum,59640,megawatthours
OIL,2024-07-16,NE,New England,Central,Central,Petroleum,13121,megawatthours
OIL,2024-07-17,MIDA,Mid-Atlantic,Central,Central,Petroleum,51953,megawatthours
OIL,2024-07-17,NE,New England,Central,Central,Petroleum,6773,megawatthours
OIL,2024-07-18,MIDA,Mid-Atlantic,Central,Central,Petroleum,25950,megawatthours
OIL,2024-07-18,NE,New England,Central,Central,Petroleum,144,megawatthours
OIL,2024-07-19,MIDA,Mid-Atlantic,Central,Central,Petroleum,20797,megawatthours
OIL,2024-07-19,NE,New England,Central,Central,Petroleum,90,megawatthours
OIL,2024-07-20,MIDA,Mid-Atlantic,Central,Central,Petroleum,17363,megawatthours
OIL,2024-07-20,NE,New England,Central,Central,Petroleum,615,megawatthours
OIL,2024-07-21,MIDA,Mid-Atlantic,Central,Central,Petroleum,20026,megawatthours
OIL,2024-07-21,NE,New England,Central,Central,Petroleum,105,megawatthours
OIL,2024-07-22,MIDA,Mid-Atlantic,Central,Central,Petroleum,20790,megawatthours
OIL,2024-07-22,NE,New England,Central,Central,Petroleum,161,megawatthours
OIL,2024-07-23,MIDA,Mid-Atlantic,Central,Central,Petroleum,25446,megawatthours
OIL,2024-07-23,NE,New England,Central,Central,Petroleum,35,megawatthours
OIL,2024-07-24,MIDA,Mid-Atlantic,Central,Central,Petroleum,25757,megawatthours
OIL,2024-07-24,NE,New England,Central,Central,Petroleum,38,megawatthours
OIL,2024-07-25,MIDA,Mid-Atlantic,Central,Central,Petroleum,17485,megawatthours
OIL,2024-07-25,NE,New England,Central,Central,Petroleum,105,megawatthours
OIL,2024-07-26,MIDA,Mid-Atlantic,Central,Central,Petroleum,9709,megawatthours
OIL,2024-07-26,NE,New England,Central,Central,Petroleum,140,megawatthours
OIL,2024-07-27,MIDA,Mid-Atlantic,Central,Central,Petroleum,5149,megawatthours
OIL,2024-07-27,NE,New England,Central,Central,Petroleum,410,megawatthours
OIL,2024-07-28,MIDA,Mid-Atlantic,Central,Central,Petroleum,16914,megawatthours
OIL,2024-07-28,NE,New England,Central,Central,Petroleum,39,megawatthours
OIL,2024-07-29,MIDA,Mid-Atlantic,Central,Central,Petroleum,23015,megawatthours
OIL,2024-07-29,NE,New England,Central,Central,Petroleum,237,megawatthours
OIL,2024-07-30,MIDA,Mid-Atlantic,Central,Central,Petroleum,20464,megawatthours
OIL,2024-07-30,NE,New England,Central,Central,Petroleum,1105,megawatthours
OIL,2024-07-31,MIDA,Mid-Atlantic,Central,Central,Petroleum,52574,megawatthours
OIL,2024-07-31,NE,New England,Central,Central,Petroleum,1053,megawatthours
OIL,2024-08-01,MIDA,Mid-Atlantic,Central,Central,Petroleum,38213,megawatthours
OIL,2024-08-01,NE,New England,Central,Central,Petroleum,8216,megawatthours
OIL,2024-08-02,MIDA,Mid-Atlantic,Central,Central,Petroleum,48345,megawatthours
OIL,2024-08-02,NE,New England,Central,Central,Petroleum,3450,megawatthours
OIL,2024-08-03,MIDA,Mid-Atlantic,Central,Central,Petroleum,15119,megawatthours
OIL,2024-08-03,NE,New England,Central,Central,Petroleum,311,megawatthours
OIL,2024-08-04,MIDA,Mid-Atlantic,Central,Central,Petroleum,13154,megawatthours
OIL,2024-08-04,NE,New England,Central,Central,Petroleum,255,megawatthours
OIL,2024-08-05,MIDA,Mid-Atlantic,Central,Central,Petroleum,46289,megawatthours
OIL,2024-08-05,NE,New England,Central,Central,Petroleum,5051,megawatthours
OIL,2024-08-06,MIDA,Mid-Atlantic,Central,Central,Petroleum,20653,megawatthours
OIL,2024-08-06,NE,New England,Central,Central,Petroleum,113,megawatthours
OIL,2024-08-07,MIDA,Mid-Atlantic,Central,Central,Petroleum,17247,megawatthours
OIL,2024-08-07,NE,New England,Central,Central,Petroleum,40,megawatthours
OIL,2024-08-08,MIDA,Mid-Atlantic,Central,Central,Petroleum,14330,megawatthours
OIL,2024-08-08,NE,New England,Central,Central,Petroleum,326,megawatthours
OIL,2024-08-09,MIDA,Mid-Atlantic,Central,Central,Petroleum,11492,megawatthours
OIL,2024-08-09,NE,New England,Central,Central,Petroleum,113,megawatthours
OIL,2024-08-10,MIDA,Mid-Atlantic,Central,Central,Petroleum,7042,megawatthours
OIL,2024-08-10,NE,New England,Central,Central,Petroleum,441,megawatthours
OIL,2024-08-11,MIDA,Mid-Atlantic,Central,Central,Petroleum,6103,megawatthours
OIL,2024-08-11,NE,New England,Central,Central,Petroleum,96,megawatthours
OIL,2024-08-12,MIDA,Mid-Atlantic,Central,Central,Petroleum,7243,megawatthours
OIL,2024-08-12,NE,New England,Central,Central,Petroleum,42,megawatthours
OIL,2024-08-13,MIDA,Mid-Atlantic,Central,Central,Petroleum,9586,megawatthours
OIL,2024-08-13,NE,New England,Central,Central,Petroleum,80,megawatthours
OIL,2024-08-14,MIDA,Mid-Atlantic,Central,Central,Petroleum,10889,megawatthours
OIL,2024-08-14,NE,New England,Central,Central,Petroleum,126,megawatthours
OIL,2024-08-15,MIDA,Mid-Atlantic,Central,Central,Petroleum,8134,megawatthours
OIL,2024-08-15,NE,New England,Central,Central,Petroleum,444,megawatthours
OIL,2024-08-16,MIDA,Mid-Atlantic,Central,Central,Petroleum,16603,megawatthours
OIL,2024-08-16,NE,New England,Central,Central,Petroleum,75,megawatthours
OIL,2024-08-17,MIDA,Mid-Atlantic,Central,Central,Petroleum,8458,megawatthours
OIL,2024-08-17,NE,New England,Central,Central,Petroleum,484,megawatthours
OIL,2024-08-18,MIDA,Mid-Atlantic,Central,Central,Petroleum,8916,megawatthours
OIL,2024-08-18,NE,New England,Central,Central,Petroleum,471,megawatthours
OIL,2024-08-19,MIDA,Mid-Atlantic,Central,Central,Petroleum,9654,megawatthours
OIL,2024-08-19,NE,New England,Central,Central,Petroleum,101,megawatthours
OIL,2024-08-20,MIDA,Mid-Atlantic,Central,Central,Petroleum,6418,megawatthours
OIL,2024-08-20,NE,New England,Central,Central,Petroleum,43,megawatthours
OIL,2024-08-21,MIDA,Mid-Atlantic,Central,Central,Petroleum,5974,megawatthours
OIL,2024-08-21,NE,New England,Central,Central,Petroleum,12,megawatthours
OIL,2024-08-22,MIDA,Mid-Atlantic,Central,Central,Petroleum,5715,megawatthours
OIL,2024-08-22,NE,New England,Central,Central,Petroleum,12,megawatthours
OIL,2024-08-23,MIDA,Mid-Atlantic,Central,Central,Petroleum,5074,megawatthours
OIL,2024-08-23,NE,New England,Central,Central,Petroleum,81,megawatthours
OIL,2024-08-24,MIDA,Mid-Atlantic,Central,Central,Petroleum,5151,megawatthours
OIL,2024-08-24,NE,New England,Central,Central,Petroleum,513,megawatthours
OIL,2024-08-25,MIDA,Mid-Atlantic,Central,Central,Petroleum,9431,megawatthours
OIL,2024-08-25,NE,New England,Central,Central,Petroleum,801,megawatthours
OIL,2024-08-26,MIDA,Mid-Atlantic,Central,Central,Petroleum,27420,megawatthours
OIL,2024-08-26,NE,New England,Central,Central,Petroleum,50,megawatthours
OIL,2024-08-27,MIDA,Mid-Atlantic,Central,Central,Petroleum,41098,megawatthours
OIL,2024-08-27,NE,New England,Central,Central,Petroleum,549,megawatthours
OIL,2024-08-28,MIDA,Mid-Atlantic,Central,Central,Petroleum,44923,megawatthours
OIL,2024-08-28,NE,New England,Central,Central,Petroleum,690,megawatthours
OIL,2024-08-29,MIDA,Mid-Atlantic,Central,Central,Petroleum,16612,megawatthours
OIL,2024-08-29,NE,New England,Central,Central,Petroleum,95,megawatthours
OIL,2024-08-30,MIDA,Mid-Atlantic,Central,Central,Petroleum,5187,megawatthours
OIL,2024-08-30,NE,New England,Central,Central,Petroleum,466,megawatthours
OIL,2024-08-31,MIDA,Mid-Atlantic,Central,Central,Petroleum,5136,megawatthours
OIL,2024-08-31,NE,New England,Central,Central,Petroleum,33,megawatthours
OIL,2024-09-01,MIDA,Mid-Atlantic,Central,Central,Petroleum,5121,megawatthours
OIL,2024-09-01,NE,New England,Central,Central,Petroleum,15,megawatthours
OIL,2024-09-02,MIDA,Mid-Atlantic,Central,Central,Petroleum,5110,megawatthours
OIL,2024-09-02,NE,New England,Central,Central,Petroleum,11,megawatthours
OIL,2024-09-03,MIDA,Mid-Atlantic,Central,Central,Petroleum,5185,megawatthours
OIL,2024-09-03,NE,New England,Central,Central,Petroleum,71,megawatthours
OIL,2024-09-04,MIDA,Mid-Atlantic,Central,Central,Petroleum,5361,megawatthours
OIL,2024-09-04,NE,New England,Central,Central,Petroleum,10,megawatthours
OIL,2024-09-05,MIDA,Mid-Atlantic,Central,Central,Petroleum,6422,megawatthours
OIL,2024-09-05,NE,New England,Central,Central,Petroleum,14,megawatthours
OIL,2024-09-06,MIDA,Mid-Atlantic,Central,Central,Petroleum,5178,megawatthours
OIL,2024-09-06,NE,New England,Central,Central,Petroleum,12,megawatthours
OIL,2024-09-07,MIDA,Mid-Atlantic,Central,Central,Petroleum,5036,megawatthours
OIL,2024-09-07,NE,New England,Central,Central,Petroleum,14,megawatthours
OIL,2024-09-08,MIDA,Mid-Atlantic,Central,Central,Petroleum,4998,megawatthours
OIL,2024-09-08,NE,New England,Central,Central,Petroleum,12,megawatthours
OIL,2024-09-09,MIDA,Mid-Atlantic,Central,Central,Petroleum,5298,megawatthours
OIL,2024-09-09,NE,New England,Central,Central,Petroleum,658,megawatthours
OIL,2024-09-10,MIDA,Mid-Atlantic,Central,Central,Petroleum,8696,megawatthours
OIL,2024-09-10,NE,New England,Central,Central,Petroleum,611,megawatthours
OIL,2024-09-11,MIDA,Mid-Atlantic,Central,Central,Petroleum,16311,megawatthours
OIL,2024-09-11,NE,New England,Central,Central,Petroleum,143,megawatthours
OIL,2024-09-12,MIDA,Mid-Atlantic,Central,Central,Petroleum,13672,megawatthours
OIL,2024-09-12,NE,New England,Central,Central,Petroleum,130,megawatthours
OIL,2024-09-13,MIDA,Mid-Atlantic,Central,Central,Petroleum,16818,megawatthours
OIL,2024-09-13,NE,New England,Central,Central,Petroleum,706,megawatthours
OIL,2024-09-14,MIDA,Mid-Atlantic,Central,Central,Petroleum,7691,megawatthours
OIL,2024-09-14,NE,New England,Central,Central,Petroleum,660,megawatthours
OIL,2024-09-15,MIDA,Mid-Atlantic,Central,Central,Petroleum,8328,megawatthours
OIL,2024-09-15,NE,New England,Central,Central,Petroleum,233,megawatthours
OIL,2024-09-16,MIDA,Mid-Atlantic,Central,Central,Petroleum,13566,megawatthours
OIL,2024-09-16,NE,New England,Central,Central,Petroleum,41,megawatthours
OIL,2024-09-17,MIDA,Mid-Atlantic,Central,Central,Petroleum,12313,megawatthours
OIL,2024-09-17,NE,New England,Central,Central,Petroleum,507,megawatthours
OIL,2024-09-18,MIDA,Mid-Atlantic,Central,Central,Petroleum,15535,megawatthours
OIL,2024-09-18,NE,New England,Central,Central,Petroleum,486,megawatthours
OIL,2024-09-19,MIDA,Mid-Atlantic,Central,Central,Petroleum,14060,megawatthours
OIL,2024-09-19,NE,New England,Central,Central,Petroleum,609,megawatthours
OIL,2024-09-20,MIDA,Mid-Atlantic,Central,Central,Petroleum,15008,megawatthours
OIL,2024-09-20,NE,New England,Central,Central,Petroleum,741,megawatthours
OIL,2024-09-21,MIDA,Mid-Atlantic,Central,Central,Petroleum,12586,megawatthours
OIL,2024-09-21,NE,New England,Central,Central,Petroleum,79,megawatthours
OIL,2024-09-22,MIDA,Mid-Atlantic,Central,Central,Petroleum,11799,megawatthours
OIL,2024-09-22,NE,New England,Central,Central,Petroleum,78,megawatthours
OIL,2024-09-23,MIDA,Mid-Atlantic,Central,Central,Petroleum,13674,megawatthours
OIL,2024-09-23,NE,New England,Central,Central,Petroleum,558,megawatthours
OIL,2024-09-24,MIDA,Mid-Atlantic,Central,Central,Petroleum,13574,megawatthours
OIL,2024-09-25,MIDA,Mid-Atlantic,Central,Central,Petroleum,12016,megawatthours
OIL,2024-09-26,MIDA,Mid-Atlantic,Central,Central,Petroleum,14427,megawatthours
OIL,2024-09-26,NE,New England,Central,Central,Petroleum,90,megawatthours
OIL,2024-09-27,MIDA,Mid-Atlantic,Central,Central,Petroleum,14670,megawatthours
OIL,2024-09-27,NE,New England,Central,Central,Petroleum,872,megawatthours
OIL,2024-09-28,MIDA,Mid-Atlantic,Central,Central,Petroleum,13153,megawatthours
OIL,2024-09-28,NE,New England,Central,Central,Petroleum,616,megawatthours
OIL,2024-09-29,MIDA,Mid-Atlantic,Central,Central,Petroleum,9670,megawatthours
OIL,2024-09-30,MIDA,Mid-Atlantic,Central,Central,Petroleum,16814,megawatthours
OIL,2024-10-01,MIDA,Mid-Atlantic,Central,Central,Petroleum,16228,megawatthours
OIL,2024-10-01,NE,New England,Central,Central,Petroleum,447,megawatthours
OIL,2024-10-02,MIDA,Mid-Atlantic,Central,Central,Petroleum,7747,megawatthours
OIL,2024-10-02,NE,New England,Central,Central,Petroleum,426,megawatthours
OIL,2024-10-03,MIDA,Mid-Atlantic,Central,Central,Petroleum,10423,megawatthours
OIL,2024-10-03,NE,New England,Central,Central,Petroleum,210,megawatthours
OIL,2024-10-04,MIDA,Mid-Atlantic,Central,Central,Petroleum,4707,megawatthours
OIL,2024-10-04,NE,New England,Central,Central,Petroleum,14,megawatthours
OIL,2024-10-05,MIDA,Mid-Atlantic,Central,Central,Petroleum,2868,megawatthours
OIL,2024-10-05,NE,New England,Central,Central,Petroleum,14,megawatthours
OIL,2024-10-06,MIDA,Mid-Atlantic,Central,Central,Petroleum,6551,megawatthours
OIL,2024-10-06,NE,New England,Central,Central,Petroleum,12,megawatthours
OIL,2024-10-07,MIDA,Mid-Atlantic,Central,Central,Petroleum,7437,megawatthours
OIL,2024-10-07,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2024-10-08,MIDA,Mid-Atlantic,Central,Central,Petroleum,2677,megawatthours
OIL,2024-10-08,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2024-10-09,MIDA,Mid-Atlantic,Central,Central,Petroleum,6082,megawatthours
OIL,2024-10-09,NE,New England,Central,Central,Petroleum,271,megawatthours
OIL,2024-10-10,MIDA,Mid-Atlantic,Central,Central,Petroleum,10155,megawatthours
OIL,2024-10-10,NE,New England,Central,Central,Petroleum,341,megawatthours
OIL,2024-10-11,MIDA,Mid-Atlantic,Central,Central,Petroleum,13121,megawatthours
OIL,2024-10-11,NE,New England,Central,Central,Petroleum,323,megawatthours
OIL,2024-10-12,MIDA,Mid-Atlantic,Central,Central,Petroleum,8468,megawatthours
OIL,2024-10-12,NE,New England,Central,Central,Petroleum,527,megawatthours
OIL,2024-10-13,MIDA,Mid-Atlantic,Central,Central,Petroleum,8259,megawatthours
OIL,2024-10-14,MIDA,Mid-Atlantic,Central,Central,Petroleum,8297,megawatthours
OIL,2024-10-15,MIDA,Mid-Atlantic,Central,Central,Petroleum,11754,megawatthours
OIL,2024-10-15,NE,New England,Central,Central,Petroleum,675,megawatthours
OIL,2024-10-16,MIDA,Mid-Atlantic,Central,Central,Petroleum,11823,megawatthours
OIL,2024-10-16,NE,New England,Central,Central,Petroleum,214,megawatthours
OIL,2024-10-17,MIDA,Mid-Atlantic,Central,Central,Petroleum,14235,megawatthours
OIL,2024-10-17,NE,New England,Central,Central,Petroleum,945,megawatthours
OIL,2024-10-18,MIDA,Mid-Atlantic,Central,Central,Petroleum,15055,megawatthours
OIL,2024-10-18,NE,New England,Central,Central,Petroleum,2371,megawatthours
OIL,2024-10-19,MIDA,Mid-Atlantic,Central,Central,Petroleum,12487,megawatthours
OIL,2024-10-19,NE,New England,Central,Central,Petroleum,992,megawatthours
OIL,2024-10-20,MIDA,Mid-Atlantic,Central,Central,Petroleum,10664,megawatthours
OIL,2024-10-20,NE,New England,Central,Central,Petroleum,962,megawatthours
OIL,2024-10-21,MIDA,Mid-Atlantic,Central,Central,Petroleum,15884,megawatthours
OIL,2024-10-21,NE,New England,Central,Central,Petroleum,1626,megawatthours
OIL,2024-10-22,MIDA,Mid-Atlantic,Central,Central,Petroleum,12601,megawatthours
OIL,2024-10-22,NE,New England,Central,Central,Petroleum,108,megawatthours
OIL,2024-10-23,MIDA,Mid-Atlantic,Central,Central,Petroleum,14934,megawatthours
OIL,2024-10-23,NE,New England,Central,Central,Petroleum,99,megawatthours
OIL,2024-10-24,MIDA,Mid-Atlantic,Central,Central,Petroleum,16088,megawatthours
OIL,2024-10-24,NE,New England,Central,Central,Petroleum,404,megawatthours
OIL,2024-10-25,MIDA,Mid-Atlantic,Central,Central,Petroleum,17065,megawatthours
OIL,2024-10-25,NE,New England,Central,Central,Petroleum,305,megawatthours
OIL,2024-10-26,MIDA,Mid-Atlantic,Central,Central,Petroleum,5596,megawatthours
OIL,2024-10-27,MIDA,Mid-Atlantic,Central,Central,Petroleum,6118,megawatthours
OIL,2024-10-28,MIDA,Mid-Atlantic,Central,Central,Petroleum,10565,megawatthours
OIL,2024-10-28,NE,New England,Central,Central,Petroleum,657,megawatthours
OIL,2024-10-29,MIDA,Mid-Atlantic,Central,Central,Petroleum,8700,megawatthours
OIL,2024-10-29,NE,New England,Central,Central,Petroleum,993,megawatthours
OIL,2024-10-30,MIDA,Mid-Atlantic,Central,Central,Petroleum,7316,megawatthours
OIL,2024-10-30,NE,New England,Central,Central,Petroleum,992,megawatthours
OIL,2024-10-31,MIDA,Mid-Atlantic,Central,Central,Petroleum,7277,megawatthours
OIL,2024-10-31,NE,New England,Central,Central,Petroleum,488,megawatthours
OIL,2024-11-01,MIDA,Mid-Atlantic,Central,Central,Petroleum,6057,megawatthours
OIL,2024-11-01,NE,New England,Central,Central,Petroleum,295,megawatthours
OIL,2024-11-02,MIDA,Mid-Atlantic,Central,Central,Petroleum,8783,megawatthours
OIL,2024-11-02,NE,New England,Central,Central,Petroleum,180,megawatthours
OIL,2024-11-03,MIDA,Mid-Atlantic,Central,Central,Petroleum,8814,megawatthours
OIL,2024-11-03,NE,New England,Central,Central,Petroleum,160,megawatthours
OIL,2024-11-04,MIDA,Mid-Atlantic,Central,Central,Petroleum,6020,megawatthours
OIL,2024-11-04,NE,New England,Central,Central,Petroleum,349,megawatthours
OIL,2024-11-05,MIDA,Mid-Atlantic,Central,Central,Petroleum,7757,megawatthours
OIL,2024-11-05,NE,New England,Central,Central,Petroleum,273,megawatthours
OIL,2024-11-06,MIDA,Mid-Atlantic,Central,Central,Petroleum,13415,megawatthours
OIL,2024-11-06,NE,New England,Central,Central,Petroleum,13,megawatthours
OIL,2024-11-07,MIDA,Mid-Atlantic,Central,Central,Petroleum,13877,megawatthours
OIL,2024-11-07,NE,New England,Central,Central,Petroleum,349,megawatthours
OIL,2024-11-08,MIDA,Mid-Atlantic,Central,Central,Petroleum,7911,megawatthours
OIL,2024-11-08,NE,New England,Central,Central,Petroleum,2931,megawatthours
OIL,2024-11-09,MIDA,Mid-Atlantic,Central,Central,Petroleum,4868,megawatthours
OIL,2024-11-09,NE,New England,Central,Central,Petroleum,751,megawatthours
OIL,2024-11-10,MIDA,Mid-Atlantic,Central,Central,Petroleum,7176,megawatthours
OIL,2024-11-10,NE,New England,Central,Central,Petroleum,714,megawatthours
OIL,2024-11-11,MIDA,Mid-Atlantic,Central,Central,Petroleum,9324,megawatthours
OIL,2024-11-11,NE,New England,Central,Central,Petroleum,265,megawatthours
OIL,2024-11-12,MIDA,Mid-Atlantic,Central,Central,Petroleum,9408,megawatthours
OIL,2024-11-12,NE,New England,Central,Central,Petroleum,308,megawatthours
OIL,2024-11-13,MIDA,Mid-Atlantic,Central,Central,Petroleum,13066,megawatthours
OIL,2024-11-13,NE,New England,Central,Central,Petroleum,893,megawatthours
OIL,2024-11-14,MIDA,Mid-Atlantic,Central,Central,Petroleum,15572,megawatthours
OIL,2024-11-14,NE,New England,Central,Central,Petroleum,1158,megawatthours
OIL,2024-11-15,MIDA,Mid-Atlantic,Central,Central,Petroleum,5336,megawatthours
OIL,2024-11-15,NE,New England,Central,Central,Petroleum,640,megawatthours
OIL,2024-11-16,MIDA,Mid-Atlantic,Central,Central,Petroleum,5322,megawatthours
OIL,2024-11-16,NE,New England,Central,Central,Petroleum,615,megawatthours
OIL,2024-11-17,MIDA,Mid-Atlantic,Central,Central,Petroleum,5449,megawatthours
OIL,2024-11-17,NE,New England,Central,Central,Petroleum,33,megawatthours
OIL,2024-11-18,MIDA,Mid-Atlantic,Central,Central,Petroleum,7779,megawatthours
OIL,2024-11-18,NE,New England,Central,Central,Petroleum,185,megawatthours
OIL,2024-11-19,MIDA,Mid-Atlantic,Central,Central,Petroleum,7715,megawatthours
OIL,2024-11-19,NE,New England,Central,Central,Petroleum,938,megawatthours
OIL,2024-11-20,MIDA,Mid-Atlantic,Central,Central,Petroleum,5865,megawatthours
OIL,2024-11-20,NE,New England,Central,Central,Petroleum,773,megawatthours
OIL,2024-11-21,MIDA,Mid-Atlantic,Central,Central,Petroleum,8200,megawatthours
OIL,2024-11-21,NE,New England,Central,Central,Petroleum,104,megawatthours
OIL,2024-11-22,MIDA,Mid-Atlantic,Central,Central,Petroleum,8712,megawatthours
OIL,2024-11-22,NE,New England,Central,Central,Petroleum,179,megawatthours
OIL,2024-11-23,MIDA,Mid-Atlantic,Central,Central,Petroleum,9459,megawatthours
OIL,2024-11-23,NE,New England,Central,Central,Petroleum,28,megawatthours
OIL,2024-11-24,MIDA,Mid-Atlantic,Central,Central,Petroleum,5006,megawatthours
OIL,2024-11-24,NE,New England,Central,Central,Petroleum,26,megawatthours
OIL,2024-11-25,MIDA,Mid-Atlantic,Central,Central,Petroleum,5070,megawatthours
OIL,2024-11-25,NE,New England,Central,Central,Petroleum,237,megawatthours
OIL,2024-11-26,MIDA,Mid-Atlantic,Central,Central,Petroleum,5398,megawatthours
OIL,2024-11-26,NE,New England,Central,Central,Petroleum,902,megawatthours
OIL,2024-11-27,MIDA,Mid-Atlantic,Central,Central,Petroleum,5177,megawatthours
OIL,2024-11-28,MIDA,Mid-Atlantic,Central,Central,Petroleum,5671,megawatthours
OIL,2024-11-29,MIDA,Mid-Atlantic,Central,Central,Petroleum,5007,megawatthours
OIL,2024-11-30,MIDA,Mid-Atlantic,Central,Central,Petroleum,7451,megawatthours
OIL,2024-11-30,NE,New England,Central,Central,Petroleum,1703,megawatthours
OIL,2024-12-01,MIDA,Mid-Atlantic,Central,Central,Petroleum,7825,megawatthours
OIL,2024-12-01,NE,New England,Central,Central,Petroleum,1591,megawatthours
OIL,2024-12-02,MIDA,Mid-Atlantic,Central,Central,Petroleum,11277,megawatthours
OIL,2024-12-02,NE,New England,Central,Central,Petroleum,332,megawatthours
OIL,2024-12-03,MIDA,Mid-Atlantic,Central,Central,Petroleum,26534,megawatthours
OIL,2024-12-03,NE,New England,Central,Central,Petroleum,3306,megawatthours
OIL,2024-12-04,MIDA,Mid-Atlantic,Central,Central,Petroleum,38144,megawatthours
OIL,2024-12-04,NE,New England,Central,Central,Petroleum,113,megawatthours
OIL,2024-12-05,MIDA,Mid-Atlantic,Central,Central,Petroleum,20551,megawatthours
OIL,2024-12-05,NE,New England,Central,Central,Petroleum,754,megawatthours
OIL,2024-12-06,MIDA,Mid-Atlantic,Central,Central,Petroleum,15751,megawatthours
OIL,2024-12-06,NE,New England,Central,Central,Petroleum,2848,megawatthours
OIL,2024-12-07,MIDA,Mid-Atlantic,Central,Central,Petroleum,8289,megawatthours
OIL,2024-12-07,NE,New England,Central,Central,Petroleum,541,megawatthours
OIL,2024-12-08,MIDA,Mid-Atlantic,Central,Central,Petroleum,5055,megawatthours
OIL,2024-12-08,NE,New England,Central,Central,Petroleum,0,megawatthours
OIL,2024-12-09,MIDA,Mid-Atlantic,Central,Central,Petroleum,5119,megawatthours
OIL,2024-12-09,NE,New England,Central,Central,Petroleum,1489,megawatthours
OIL,2024-12-10,MIDA,Mid-Atlantic,Central,Central,Petroleum,7649,megawatthours
OIL,2024-12-10,NE,New England,Central,Central,Petroleum,375,megawatthours
OIL,2024-12-11,MIDA,Mid-Atlantic,Central,Central,Petroleum,6157,megawatthours
OIL,2024-12-11,NE,New England,Central,Central,Petroleum,269,megawatthours
OIL,2024-12-12,MIDA,Mid-Atlantic,Central,Central,Petroleum,8163,megawatthours
OIL,2024-12-12,NE,New England,Central,Central,Petroleum,2574,megawatthours
OIL,2024-12-13,MIDA,Mid-Atlantic,Central,Central,Petroleum,8819,megawatthours
OIL,2024-12-13,NE,New England,Central,Central,Petroleum,1993,megawatthours
OIL,2024-12-14,MIDA,Mid-Atlantic,Central,Central,Petroleum,6892,megawatthours
OIL,2024-12-14,NE,New England,Central,Central,Petroleum,383,megawatthours
OIL,2024-12-15,MIDA,Mid-Atlantic,Central,Central,Petroleum,5245,megawatthours
OIL,2024-12-15,NE,New England,Central,Central,Petroleum,162,megawatthours
OIL,2024-12-16,MIDA,Mid-Atlantic,Central,Central,Petroleum,4861,megawatthours
OIL,2024-12-16,NE,New England,Central,Central,Petroleum,156,megawatthours
OIL,2024-12-17,MIDA,Mid-Atlantic,Central,Central,Petroleum,5313,megawatthours
OIL,2024-12-17,NE,New England,Central,Central,Petroleum,154,megawatthours
OIL,2024-12-18,MIDA,Mid-Atlantic,Central,Central,Petroleum,4750,megawatthours
OIL,2024-12-18,NE,New England,Central,Central,Petroleum,2469,megawatthours
OIL,2024-12-19,MIDA,Mid-Atlantic,Central,Central,Petroleum,7265,megawatthours
OIL,2024-12-19,NE,New England,Central,Central,Petroleum,1064,megawatthours
OIL,2024-12-20,MIDA,Mid-Atlantic,Central,Central,Petroleum,6793,megawatthours
OIL,2024-12-20,NE,New England,Central,Central,Petroleum,939,megawatthours
OIL,2024-12-21,MIDA,Mid-Atlantic,Central,Central,Petroleum,5043,megawatthours
OIL,2024-12-21,NE,New England,Central,Central,Petroleum,7655,megawatthours
OIL,2024-12-22,MIDA,Mid-Atlantic,Central,Central,Petroleum,7352,megawatthours
OIL,2024-12-22,NE,New England,Central,Central,Petroleum,32359,megawatthours
OIL,2024-12-23,MIDA,Mid-Atlantic,Central,Central,Petroleum,8842,megawatthours
OIL,2024-12-23,NE,New England,Central,Central,Petroleum,54160,megawatthours
OIL,2024-12-24,MIDA,Mid-Atlantic,Central,Central,Petroleum,4494,megawatthours
OIL,2024-12-24,NE,New England,Central,Central,Petroleum,19663,megawatthours
OIL,2024-12-25,MIDA,Mid-Atlantic,Central,Central,Petroleum,4630,megawatthours
