week_ending,commodity,imports_total_kbd,imports_canada_kbd,imports_latin_america_kbd,imports_europe_kbd,imports_asia_kbd,imports_middle_east_kbd,imports_africa_kbd,imports_other_kbd,exports_total_kbd,exports_canada_kbd,exports_latin_america_kbd,exports_europe_kbd,exports_asia_kbd,exports_middle_east_kbd,exports_africa_kbd,exports_other_kbd,net_imports_kbd,net_exports_kbd
2018-11-16,jet,120.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,213.5,0.0,0.0,0.0,0.0,0.0,0.0,213.5,-93.5,93.5
2018-11-23,jet,152.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,213.5,0.0,0.0,0.0,0.0,0.0,0.0,213.5,-61.5,61.5
2018-11-30,jet,77.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,213.5,0.0,0.0,0.0,0.0,0.0,0.0,213.5,-136.5,136.5
2018-12-07,jet,144.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,209.57999999999998,0.0,0.0,0.0,0.0,0.0,0.0,209.57999999999998,-65.57999999999998,65.57999999999998
2018-12-14,jet,65.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,209.57999999999998,0.0,0.0,0.0,0.0,0.0,0.0,209.57999999999998,-144.57999999999998,144.57999999999998
2018-12-21,jet,66.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,209.57999999999998,0.0,0.0,0.0,0.0,0.0,0.0,209.57999999999998,-143.57999999999998,143.57999999999998
2018-12-28,jet,26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,209.57999999999998,0.0,0.0,0.0,0.0,0.0,0.0,209.57999999999998,-183.57999999999998,183.57999999999998
2019-01-04,jet,223.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,239.77371428571428,0.0,0.0,0.0,0.0,0.0,0.0,239.77371428571428,-16.77371428571427,16.77371428571427
2019-01-11,jet,69.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,262.419,0.0,0.0,0.0,0.0,0.0,0.0,262.419,-193.419,193.419
2019-01-18,jet,105.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,262.419,0.0,0.0,0.0,0.0,0.0,0.0,262.419,-157.419,157.419
2019-01-25,jet,84.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,262.419,0.0,0.0,0.0,0.0,0.0,0.0,262.419,-178.419,178.419
